word,count
航空运输,2
表现,2
强劲,1
板块,3
走势,1
华夏,1
航空,13
中国国航,5
吉祥航空,1
盘内,1
上涨,3
港股,1
全线,1
活跃,1
中国,2
南方航空,3
股份,2
中国东方航空,1
纷纷,2
大幅,2
拉升,1
国内,14
航空公司,10
机场,13
陆续,4
运营,4
数据,7
环比,12
增长,7
加快,3
民航局,4
放宽,4
国内航线,4
航班,15
放开,4
核准,6
航段,3
每周,4
涉及,7
北上,8
广三大,2
支线,2
航线,15
准入,3
中金公司,2
研究部,2
交通运输,2
行业,11
首席,2
分析师,3
杨鑫,3
减亏,2
人民币,2
汇率,2
升值,2
疫苗,5
研发,2
因素,1
预计,8
股在,2
未来,2
大盘,2
超额,2
收益,2
航空业,3
提升,2
公告,5
客运,9
运力,7
旅客,14
周转量,9
下降,16
情况,1
较大,2
增长速度,1
晚间,4
公司,4
所属,2
子公司,2
合并,1
投入,5
平均,1
客座率,4
百分点,5
春秋航空,1
月份,5
万人,2
公里,2
下滑,3
累计,1
东方航空,2
国际,1
地区,1
货运,2
货邮,3
载运,1
深圳机场,2
生产,1
经营,1
快报,1
起降,2
万架次,1
吞吐量,7
万人次,4
万吨,1
湖北,1
集团,1
近日,1
武汉,2
天河机场,2
数达,1
架次,2
去年同期,3
水平,2
恢复,6
纪录,1
白云机场,1
单月,1
客流量,1
排名,1
全国,1
第一,1
疫情,4
复苏,5
客流,1
最多,1
民用,1
航空局,1
新闻,1
发布会,2
管理,1
政策,3
调整,4
措施,1
一是,1
本次,1
符合,2
航空安全,1
通达,1
运行,1
品质,1
基础,1
灵活,1
自主,1
安排,1
此前,2
官方,2
每条,1
执行,1
尚未,1
剩余,1
提出申请,1
分为,1
登记,2
北京,1
上海,1
广州,1
之间,1
连接,1
繁忙,1
共条,1
申请,2
直达,2
一点,1
通航,3
点数,2
附加条件,1
以该,1
基地,1
准入条件,1
万万,1
不受,1
数量,1
门槛,1
市场,3
八成,1
超过,2
今年以来,1
月度,1
运输,2
规模,2
最高值,1
计划司,1
巡视员,1
张清,1
介绍,1
亿吨公里,1
增速,1
提高,1
局航安办,1
主任,1
吴世杰,1
中秋,2
十月,1
一日,1
国庆节,1
叠加,1
缓解,1
首个,1
长假,1
国庆,2
双节,1
期间,1
需求,7
旺盛,1
出行,2
人数,1
幅度,2
特别,1
重点,1
旅游,5
城市,1
热门,1
大规模,2
在线,1
平台,1
监测数据,1
产品价格,1
两成,1
线路,1
已趋,1
紧俏,1
景区,1
推出,1
门票,1
免费,1
票价,2
优惠,1
促销,1
刺激,1
持续,2
业绩,5
低点,2
已过,2
新冠,2
肺炎,1
全球,1
肆虐,1
影响,1
股价,2
损害,1
上半年,1
亏损,3
亿元,3
不少,1
三期,1
宏观,1
观点,1
保守,1
估算,1
四季度,1
临床试验,1
成功,1
概率,1
落地,1
有助于,1
提振,1
实体,1
投资,1
接触,1
消费,1
跨省,1
影院,1
开业,1
经济,1
活动,1
回暖,1
跌幅,1
趋势,1
三季度,2
或超,1
预期,1
华创,2
证券,2
战略,1
配置,1
处于,1
低位,2
指数,1
基本面,1
修复,2
情绪,1
修复过程,1
并未,1
匹配,1
当年,1
最坏,1
时光,1
度过,1
二季度,1
整体,1
一季度,1
收窄,2
进一步,1
更长,1
维度,1
迎来,2
供需,2
错配,2
推动,2
弹性,2
基于,1
负增长,1
飞机,1
引进,1
仍难,1
连续,1
两年,1
阶段,1
之上,1
来自,3
商业化,1
海外,1
控制,1
抑制,1
爆发,1
情形,1
机会,1
