word,count
空客,19
公司,6
历史,2
大规模,2
裁员,13
计划,14
北京,1
时间,1
凌晨,1
欧洲,2
飞机,2
制造商,2
空中客车公司,1
法国,3
总部,1
全球,3
万人,1
员工,4
总数,1
应对,3
新冠,1
肺炎,1
疫情,5
做出,2
业务,2
调整,3
据悉,1
德国,1
英国,1
西班牙,1
国家,1
地区,1
这是,1
此前,2
首席,1
执行官,1
纪尧姆,3
福里,3
万名,3
致信,1
短短,1
几周,1
三分之一,2
坦白,1
糟糕,1
情况,1
随后,1
实施,1
休假,1
远远不够,1
几月,1
消费者,1
需求,1
深度,1
分析,2
进一步,1
环境,1
新闻公报,1
中将,1
自愿,1
离开,1
提早,1
退休,1
长期,1
失业,1
诸多,1
排除,1
强制,1
解除,1
工作,1
合同,1
行业,3
从未有过,1
危机,5
发表声明,1
解释,1
至今,1
措施,2
减少,1
这场,1
全球性,2
带来,1
影响,1
保证,1
保住,1
健康,1
航空业,3
领袖,1
客户,1
遭遇,2
挑战,1
面对现实,1
更为,1
长远,1
事实上,1
远高于,1
市场,1
预估,1
数千,1
预期,2
统计数据,1
前所未有,1
民用,1
客机,5
商业活动,1
数月,1
降低,1
民用飞机,1
生产,1
节奏,1
窄体,1
产量,2
削减,1
每月,1
宽体,1
减产,1
回到,1
水准,1
恢复,1
额外,1
举措,1
时代,1
走势,1
近日,1
接受,1
媒体,1
采访,1
透露,1
交付,4
比原,1
下降,2
两个,1
接到,1
一份,1
订单,2
现金流,1
吃紧,1
财报,1
第一季度,1
净亏损,1
欧元,3
去年同期,1
尚有,1
净利润,1
法国政府,1
一项,1
规模,1
救助,2
航空公司,1
零部件,1
供应商,1
摆脱,1
重点,1
法航,1
赛峰,1
泰雷兹,1
达索航空,1
作者,1
高江虹,1
徐旭,1
