word,count
东方航空,5
携程,11
出资,8
设立,9
三亚,22
国际航空,14
佳通,2
筹划,2
股权,5
改革,2
事项,2
股票,2
停牌,2
完美,2
世界,2
控股,18
股东,3
向东,2
锐进,2
转让,2
公司,10
美康,2
生物,2
控制,2
邹炳德拟,2
减持,2
不超,2
股权东方航空,1
晚间,2
公告,6
海南省,8
交通,8
投资,8
有限公司,21
发展,8
吉祥航空,8
旅游,8
网络,8
技术,8
上海,8
海口市,5
签署,5
合作,5
框架,5
协议,5
意欲,5
未来,4
注册资本,4
亿元海南,1
自贸港,1
建设,1
放大,1
横空出世,1
背后,1
公司东方航空,1
亿元,4
证券时报东方航空,1
携程网,1
合资,1
年月日,2
人民币,2
有限公司晚间,1
精选,1
乐歌,1
股份,1
上半年,1
净利润,1
预增,1
亚士,1
创能,1
江苏,1
巴德,1
签订,1
原材料,1
采购,1
合同,1
预计,1
订单,1
总额,1
实达,1
集团,1
实施,2
退市,2
风险,2
警示,1
华讯,1
方舟,1
警示东方航空,1
