word,count
美股,2
航空,6
股盘,3
前造,3
波音,3
西南航空,5
美国航空,5
集团,6
涨近达美航空,1
削减,2
航班,3
数量,2
减薪,2
美国,1
航空公司,1
周二,1
详细,1
阐述,1
新冠,2
病毒,2
公司,1
影响,1
出台,1
国内,1
国际,3
市场,1
停飞,1
飞机,4
暂停,1
招聘,1
降低,1
高管,1
薪酬,1
措施,1
达美航空,1
计划,2
减少,1
美国联合航空,1
首席,2
执行官,2
总裁,1
放弃,1
基本工资,1
至少,1
疫情,1
美国航空公司,1
数十年,1
衰退美股,1
走高,1
涨超,1
涨超美股,1
涨近港股,1
午后,1
攀升,1
中国国航,1
涨近,1
中国,1
南方航空,1
股份,2
中国东方航空,1
涨近海航,1
开通,1
海口,2
首尔,1
三亚,1
仁川,1
航线,3
海南,3
主力,1
进一步,1
完善,1
小时,1
枢纽,1
网络,1
预计,1
年末,1
新增,1
始发,1
余条,1
海航,2
围绕,1
机场,1
核心,1
资源,1
发展,2
临空,3
产业,2
加快,1
冷链,1
物流,1
维修,2
租赁,1
领域,1
推进,1
江东,1
新区,1
建设,2
引擎,1
项目,1
美兰,2
空港,1
一站式,1
基地,1
一期,1
复工,1
复产,1
力争,1
年前,1
产业园,1
自贸港,1
标杆,1
海南日报,1
