word,count
北京市,6
疫情,5
防控,3
零时,3
大兴,6
机场,12
调整,5
出京,6
旅客,11
查验,7
航空公司,9
值机,3
环节,3
询问,3
确认,5
风险,4
地区,4
北京,4
健康,7
状态,4
未见异常,5
不再,3
日内,3
核酸,3
检测,4
阴性,3
证明,3
提醒,5
高额,1
燃料,1
成本,1
税收,1
极低,1
票价,1
印度,5
本来,1
活得,1
艰辛,1
新冠,2
肺炎,1
无以为继,1
亚太,3
航空,18
中心,4
公布,4
数据,2
航空业,4
每季度,2
亿美元,3
约合,2
亿元,2
人民币,2
损失,2
印度政府,2
富豪,3
银行,3
至今,2
拒据,1
云南省,3
卫健委月,3
日时,3
云南,4
新增,7
本地,3
确诊,9
病例,8
境外,4
输入,6
普通型,3
无症状,6
感染者,6
例均,2
中国籍,2
俄罗斯,6
定点,2
医疗机构,2
隔离,2
治疗,2
观察,2
病情,2
稳定,2
人民日报,3
俄联邦,4
航空运输,4
总署,4
延长,2
外国人,2
入境,2
禁令,2
直至,2
莫斯科,2
多莫杰,2
多沃,2
证实,2
收到,2
通知,5
据悉,2
恢复,7
国际航运,2
时会,2
另行,2
此前,2
交通部长,2
特里,2
赫曾,2
国内,3
航班,9
无虞,2
瑞安,3
旗下,1
爱尔兰,3
飞行员,4
同意,2
减薪,3
保留,1
工作岗位,1
消息,1
欧洲,2
廉价,1
周五,1
公司,3
达成协议,1
后者,1
接受,2
最小化,1
裁员,2
规模,1
达成,1
协议,3
为期,1
全体,1
生效,1
四年,1
原有,1
水平,1
提高,1
轮班,1
生产力,1
弹性,1
工作制,1
内容,1
界面,4
新闻,4
政府,1
不愿,1
出手,1
空前,2
危机,2
拒绝,1
施以援,1
至少,1
输血,1
运营,1
这笔,1
资金,1
只能,1
勉强,1
支撑,1
年底,1
第一,1
科威特,4
商业,5
官方,1
推特,1
重启,2
阿拉伯,1
卫星,1
电视台,1
报道,2
停飞,1
爆发,1
中止,1
飞往,1
伊朗,1
科威特政府,1
通信,1
当地,1
时间,1
周一,1
自月,2
日起,1
该国,1
国际,1
联航,2
放宽,2
手提,2
行李,6
尺寸,2
中国,7
联合,1
获悉,1
政策,4
升级,2
免费,2
托运,2
重量,1
超过,2
变为,1
计件,2
制是,1
首家,1
执行,1
国有,1
航司,1
加拿大,1
总理,1
特鲁多,1
加拿大航空公司,1
削减,1
感到,1
失望,1
新加坡,4
大使馆,2
公民,2
贸然,2
转机,5
网站,1
发布公告,1
新加坡航空公司,1
最新,1
购票,1
新航,3
乘坐,1
集团,1
酷航胜安,1
乘客,1
前往,1
内地,1
航点,1
城市,1
例据,1
达美,1
潜在,1
波音,4
放弃,2
大型,2
喷气式,2
客机,3
外媒,1
庞大,1
结束,1
其长,1
半个世纪,1
飞行,2
生涯,1
知情,1
人士,1
透露,1
一架,1
飞机,6
两年,1
西雅图,1
一家,1
工厂,1
推出,1
这一,1
尚未,1
财务报表,1
微妙,1
措辞,1
变化,2
最终,1
版本,1
超大型,1
旅行者,1
受欢迎,1
从未,1
流行起来,1
改用,1
双引擎,1
远程,1
暂缓,1
国际航班,2
月底,1
央视,1
进出,1
航站楼,2
人员,1
配合,1
体温,1
方可,1
之声,1
构建,1
枢纽,5
航线,2
网络,2
完善,1
基建,1
规划,1
推动,1
四型,1
建设,5
产品设计,1
优化,1
省内,1
支持,1
六个,1
深化,1
合作,1
会上,2
广州,4
国际航空,2
机遇,2
挑战,2
行业,2
发展趋势,2
快线,2
打造,2
货运,2
关心,2
交换,2
意见,2
美国,1
交通部,1
报告,1
调查,1
美国波音公司,1
提交,1
系列,2
认证,2
文件,1
中未,1
控制系统,2
关键,1
设计,1
信息,1
联邦,2
航空局,2
审批,1
时未,1
重点,1
放在,1
降低,1
发生,1
两起,1
空难,1
事故,1
使该,1
获美,1
程序,1
备受,1
质疑,1
新华社,1
